Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Pressure,Condition
2017-08-15 22:00:00,73,70,88%,CALM,0 mph,25.41 in,Mostly Cloudy
2017-08-15 23:00:00,73,70,88%,W,3 mph,25.41 in,Mostly Cloudy
2017-08-17 00:00:00,72,70,94%,ENE,3 mph,25.39 in,Mostly Cloudy
2017-08-16 01:00:00,72,70,94%,CALM,0 mph,25.39 in,Mostly Cloudy
2017-08-16 02:00:00,72,70,94%,CALM,0 mph,25.36 in,Light Rain
2017-08-16 03:00:00,72,70,94%,CALM,0 mph,25.36 in,Light Rain
2017-08-16 04:00:00,72,70,94%,CALM,0 mph,25.36 in,Mostly Cloudy
2017-08-17 05:00:00,70,70,100%,VAR,2 mph,25.39 in,Mostly Cloudy
2017-08-16 07:00:00,72,70,94%,VAR,2 mph,25.39 in,Mostly Cloudy
2017-08-16 08:00:00,72,72,100%,CALM,0 mph,25.39 in,Mostly Cloudy
2017-08-16 09:00:00,73,70,88%,VAR,2 mph,25.41 in,Mostly Cloudy
2017-08-16 10:00:00,75,72,89%,CALM,0 mph,25.41 in,Mostly Cloudy
2017-08-16 11:00:00,79,70,74%,S,3 mph,25.41 in,Mostly Cloudy
2017-08-16 12:00:00,79,70,74%,S,5 mph,25.39 in,Mostly Cloudy
2017-08-16 13:00:00,82,70,66%,S,8 mph,25.36 in,Mostly Cloudy
2017-08-16 14:00:00,82,70,66%,SW,9 mph,25.34 in,Mostly Cloudy
2017-08-16 15:00:00,79,70,74%,SW,14 mph,25.31 in,Mostly Cloudy
2017-08-16 16:00:00,77,70,78%,SSW,10 mph,25.29 in,Mostly Cloudy
2017-08-16 17:00:00,77,68,74%,SW,7 mph,25.29 in,Drizzle
2017-08-16 18:00:00,77,72,83%,ESE,5 mph,25.31 in,Drizzle
2017-08-16 19:00:00,75,72,89%,SSE,3 mph,25.34 in,Mostly Cloudy
2017-08-16 20:00:00,73,72,94%,E,5 mph,25.36 in,Mostly Cloudy
2017-08-16 21:00:00,73,70,88%,S,6 mph,25.36 in,Mostly Cloudy
2017-08-16 22:00:00,73,70,88%,S,5 mph,25.39 in,Mostly Cloudy
2017-08-16 23:00:00,73,70,88%,S,3 mph,25.39 in,Mostly Cloudy
2017-08-18 00:00:00,73,72,94%,ESE,8 mph,25.36 in,Mostly Cloudy
2017-08-17 01:00:00,72,70,94%,E,7 mph,25.36 in,Mostly Cloudy
2017-08-17 02:00:00,72,68,88%,ESE,5 mph,25.36 in,Mostly Cloudy
2017-08-17 03:00:00,72,68,88%,ESE,5 mph,25.34 in,Mostly Cloudy
2017-08-17 04:00:00,72,70,94%,CALM,0 mph,25.36 in,Mostly Cloudy
2017-08-18 05:00:00,72,70,94%,CALM,0 mph,25.36 in,Mostly Cloudy
2017-08-17 07:00:00,72,70,94%,S,3 mph,25.39 in,Mostly Cloudy
2017-08-17 08:00:00,72,70,94%,SSW,5 mph,25.41 in,Mostly Cloudy
2017-08-17 09:00:00,72,70,94%,SSW,3 mph,25.41 in,Mostly Cloudy
2017-08-17 10:00:00,73,70,88%,VAR,2 mph,25.41 in,Mostly Cloudy
2017-08-17 11:00:00,75,72,89%,CALM,0 mph,25.41 in,Mostly Cloudy
2017-08-17 12:00:00,81,70,70%,CALM,0 mph,25.41 in,Mostly Cloudy
2017-08-17 13:00:00,79,72,78%,SW,10 mph,25.39 in,Mostly Cloudy
2017-08-17 14:00:00,81,72,74%,SW,15 mph,25.36 in,Mostly Cloudy
2017-08-17 15:00:00,81,72,74%,SW,10 mph,25.34 in,Drizzle
2017-08-17 16:00:00,77,70,78%,SW,10 mph,25.34 in,Mostly Cloudy
2017-08-17 17:00:00,75,70,83%,SW,12 mph,25.34 in,Mostly Cloudy
2017-08-17 18:00:00,75,70,83%,SW,8 mph,25.34 in,Mostly Cloudy
2017-08-17 19:00:00,73,72,94%,VAR,2 mph,25.36 in,Mostly Cloudy
2017-08-17 20:00:00,73,72,94%,CALM,0 mph,25.39 in,Mostly Cloudy
2017-08-17 21:00:00,73,70,88%,S,5 mph,25.41 in,Mostly Cloudy
2017-08-17 22:00:00,73,70,88%,SSW,3 mph,25.41 in,Mostly Cloudy
2017-08-17 23:00:00,73,70,88%,W,3 mph,25.41 in,Mostly Cloudy
2017-08-19 00:00:00,73,70,88%,S,5 mph,25.41 in,Mostly Cloudy
2017-08-18 01:00:00,72,70,94%,VAR,2 mph,25.41 in,Mostly Cloudy
2017-08-18 02:00:00,72,70,94%,VAR,2 mph,25.39 in,Mostly Cloudy
2017-08-18 03:00:00,72,70,94%,SSW,3 mph,25.39 in,Mostly Cloudy
2017-08-18 04:00:00,72,70,94%,CALM,0 mph,25.39 in,Mostly Cloudy
2017-08-19 05:00:00,72,70,94%,S,3 mph,25.39 in,Mostly Cloudy
2017-08-18 07:00:00,72,70,94%,VAR,2 mph,25.39 in,Mostly Cloudy
2017-08-18 08:00:00,73,70,88%,VAR,2 mph,25.41 in,Mostly Cloudy
2017-08-18 09:00:00,77,70,78%,CALM,0 mph,25.44 in,Mostly Cloudy
2017-08-18 10:00:00,81,72,74%,VAR,2 mph,25.44 in,Partly Cloudy
2017-08-18 11:00:00,81,70,70%,ENE,5 mph,25.44 in,Mostly Cloudy
2017-08-18 12:00:00,82,70,66%,ESE,5 mph,25.44 in,Mostly Cloudy
2017-08-18 13:00:00,81,68,65%,SW,14 mph,25.41 in,Mostly Cloudy
2017-08-18 14:00:00,79,70,74%,SSW,13 mph,25.39 in,Mostly Cloudy
2017-08-18 15:00:00,79,73,83%,SSW,9 mph,25.36 in,Mostly Cloudy
2017-08-18 16:00:00,77,70,78%,SW,10 mph,25.36 in,Mostly Cloudy
2017-08-18 17:00:00,75,70,83%,SW,8 mph,25.39 in,Mostly Cloudy
2017-08-18 18:00:00,75,70,83%,SW,6 mph,25.39 in,Mostly Cloudy
2017-08-18 19:00:00,72,70,94%,WSW,8 mph,25.44 in,Cloudy
2017-08-18 20:00:00,72,70,94%,SW,3 mph,25.46 in,Cloudy
2017-08-18 21:00:00,72,70,94%,VAR,2 mph,25.49 in,Light Rain
2017-08-18 22:00:00,72,70,94%,VAR,2 mph,25.49 in,Light Rain
2017-08-18 23:00:00,72,70,94%,VAR,2 mph,25.49 in,Rain
2017-08-20 00:00:00,72,70,94%,CALM,0 mph,25.49 in,Light Rain
2017-08-19 01:00:00,70,70,100%,CALM,0 mph,25.49 in,Light Rain
2017-08-19 02:00:00,70,70,100%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-19 03:00:00,70,70,100%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-19 04:00:00,70,70,100%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-20 05:00:00,70,70,100%,CALM,0 mph,25.49 in,Light Rain
2017-08-19 07:00:00,70,70,100%,CALM,0 mph,25.49 in,Light Rain
2017-08-19 08:00:00,70,70,100%,SSE,3 mph,25.51 in,Mostly Cloudy
2017-08-19 09:00:00,72,70,94%,CALM,0 mph,25.51 in,Mostly Cloudy
2017-08-19 10:00:00,75,70,83%,CALM,0 mph,25.51 in,Mostly Cloudy
2017-08-19 11:00:00,77,70,78%,E,5 mph,25.54 in,Mostly Cloudy
2017-08-19 12:00:00,79,70,74%,VAR,2 mph,25.54 in,Mostly Cloudy
2017-08-19 13:00:00,77,70,78%,SW,7 mph,25.51 in,Mostly Cloudy
2017-08-19 14:00:00,77,70,78%,N,8 mph,25.49 in,Mostly Cloudy
2017-08-19 15:00:00,77,72,83%,W,8 mph,25.46 in,Mostly Cloudy
2017-08-19 16:00:00,77,72,83%,NNE,8 mph,25.46 in,Light Rain
2017-08-19 17:00:00,73,72,94%,W,3 mph,25.46 in,Light Rain
2017-08-19 18:00:00,73,72,94%,WSW,3 mph,25.46 in,Mostly Cloudy
2017-08-19 19:00:00,73,70,88%,WSW,3 mph,25.49 in,Mostly Cloudy
2017-08-19 20:00:00,73,70,88%,CALM,0 mph,25.51 in,Mostly Cloudy
2017-08-19 21:00:00,73,70,88%,SSW,3 mph,25.54 in,Mostly Cloudy
2017-08-19 22:00:00,73,70,88%,WSW,3 mph,25.54 in,Mostly Cloudy
2017-08-19 23:00:00,72,70,94%,VAR,2 mph,25.54 in,Mostly Cloudy
2017-08-21 00:00:00,72,70,94%,VAR,2 mph,25.54 in,Mostly Cloudy
2017-08-20 01:00:00,72,70,94%,CALM,0 mph,25.51 in,Mostly Cloudy
2017-08-20 02:00:00,70,70,100%,CALM,0 mph,25.51 in,Mostly Cloudy
2017-08-20 03:00:00,70,70,100%,CALM,0 mph,25.49 in,Mostly Cloudy
2017-08-20 04:00:00,70,68,94%,S,3 mph,25.49 in,Mostly Cloudy
2017-08-21 05:00:00,70,70,100%,NE,3 mph,25.51 in,Mostly Cloudy
2017-08-20 07:00:00,70,70,100%,CALM,0 mph,25.51 in,Mostly Cloudy
2017-08-20 08:00:00,72,70,94%,CALM,0 mph,25.51 in,Mostly Cloudy
2017-08-20 09:00:00,75,70,83%,CALM,0 mph,25.51 in,Mostly Cloudy
2017-08-20 10:00:00,77,72,83%,VAR,2 mph,25.51 in,Mostly Cloudy
2017-08-20 11:00:00,81,70,70%,SE,5 mph,25.51 in,Mostly Cloudy
2017-08-20 12:00:00,81,70,70%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-20 13:00:00,79,70,74%,NW,6 mph,25.46 in,Mostly Cloudy
2017-08-20 14:00:00,73,72,94%,CALM,0 mph,25.44 in,Rain
2017-08-20 15:00:00,73,70,88%,E,8 mph,25.44 in,Light Rain
2017-08-20 16:00:00,77,72,83%,SSE,3 mph,25.41 in,Mostly Cloudy
2017-08-20 17:00:00,75,68,78%,SW,7 mph,25.41 in,Mostly Cloudy
2017-08-20 18:00:00,73,70,88%,WSW,5 mph,25.44 in,Mostly Cloudy
2017-08-20 19:00:00,73,68,83%,SW,6 mph,25.44 in,Drizzle
2017-08-20 20:00:00,72,70,94%,SSE,3 mph,25.46 in,Mostly Cloudy
2017-08-20 21:00:00,72,70,94%,S,6 mph,25.49 in,Mostly Cloudy
2017-08-20 22:00:00,72,70,94%,S,5 mph,25.49 in,Mostly Cloudy
2017-08-20 23:00:00,72,70,94%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-22 00:00:00,72,70,94%,VAR,2 mph,25.49 in,Drizzle
2017-08-21 01:00:00,70,70,100%,VAR,2 mph,25.46 in,Light Rain
2017-08-21 02:00:00,70,68,94%,S,3 mph,25.46 in,Mostly Cloudy
2017-08-21 03:00:00,70,68,94%,S,5 mph,25.46 in,Mostly Cloudy
2017-08-21 04:00:00,70,68,94%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-22 05:00:00,70,68,94%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-21 07:00:00,70,68,94%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-21 08:00:00,70,68,94%,CALM,0 mph,25.49 in,Drizzle
2017-08-21 09:00:00,72,70,94%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-21 10:00:00,75,68,78%,CALM,0 mph,25.51 in,Mostly Cloudy
2017-08-21 11:00:00,77,70,78%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-21 12:00:00,79,68,69%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-21 13:00:00,81,70,70%,W,3 mph,25.44 in,Mostly Cloudy
2017-08-21 14:00:00,82,70,66%,SSW,8 mph,25.41 in,Mostly Cloudy
2017-08-21 15:00:00,73,70,88%,NNE,10 mph,25.41 in,Light Rain
2017-08-21 16:00:00,75,72,89%,N,5 mph,25.39 in,Light Rain
2017-08-21 17:00:00,79,72,78%,ENE,3 mph,25.39 in,Mostly Cloudy
2017-08-21 18:00:00,77,72,83%,VAR,2 mph,25.39 in,Mostly Cloudy
2017-08-21 19:00:00,75,70,83%,WNW,3 mph,25.39 in,Partly Cloudy
2017-08-21 20:00:00,73,70,88%,W,5 mph,25.41 in,Mostly Cloudy
2017-08-21 21:00:00,73,70,88%,VAR,2 mph,25.44 in,Mostly Cloudy
2017-08-21 22:00:00,72,70,94%,VAR,2 mph,25.44 in,Partly Cloudy
2017-08-21 23:00:00,72,70,94%,SSE,3 mph,25.46 in,Mostly Cloudy
2017-08-23 00:00:00,72,70,94%,VAR,2 mph,25.44 in,Mostly Cloudy
2017-08-22 01:00:00,72,70,94%,CALM,0 mph,25.44 in,Drizzle
2017-08-22 02:00:00,70,70,100%,VAR,2 mph,25.44 in,Light Rain
2017-08-22 03:00:00,72,70,94%,VAR,2 mph,25.41 in,Mostly Cloudy
2017-08-22 04:00:00,72,70,94%,VAR,2 mph,25.41 in,Mostly Cloudy
2017-08-23 05:00:00,70,68,94%,WSW,3 mph,25.44 in,Light Rain
2017-08-22 07:00:00,70,68,94%,WNW,3 mph,25.44 in,Heavy Rain
2017-08-22 08:00:00,70,70,100%,ESE,3 mph,25.46 in,Light Rain
2017-08-22 09:00:00,72,70,94%,ESE,3 mph,25.46 in,Mostly Cloudy
2017-08-22 10:00:00,73,70,88%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-22 11:00:00,75,70,83%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-22 12:00:00,77,70,78%,NE,3 mph,25.46 in,Mostly Cloudy
2017-08-22 13:00:00,81,70,70%,NW,3 mph,25.41 in,Mostly Cloudy
2017-08-22 14:00:00,81,70,70%,NNW,5 mph,25.41 in,Mostly Cloudy
2017-08-22 15:00:00,75,70,83%,SSW,10 mph,25.39 in,Mostly Cloudy
2017-08-22 16:00:00,73,70,88%,SSW,8 mph,25.39 in,Mostly Cloudy
2017-08-22 17:00:00,75,72,89%,SW,9 mph,25.39 in,Light Rain
2017-08-22 18:00:00,73,70,88%,SW,6 mph,25.39 in,Mostly Cloudy
2017-08-22 19:00:00,70,70,100%,N,5 mph,25.44 in,Rain
2017-08-22 20:00:00,70,70,100%,N,3 mph,25.46 in,Rain
2017-08-22 21:00:00,70,70,100%,CALM,0 mph,25.49 in,Cloudy
2017-08-22 22:00:00,72,70,94%,CALM,0 mph,25.49 in,Mostly Cloudy
2017-08-22 23:00:00,72,70,94%,CALM,0 mph,25.49 in,Mostly Cloudy
2017-08-24 00:00:00,70,70,100%,CALM,0 mph,25.49 in,Mostly Cloudy
2017-08-23 01:00:00,70,70,100%,CALM,0 mph,25.49 in,Mostly Cloudy
2017-08-23 02:00:00,70,70,100%,NE,3 mph,25.49 in,Mostly Cloudy
2017-08-23 03:00:00,70,70,100%,NE,3 mph,25.46 in,Light Rain
2017-08-23 04:00:00,70,70,100%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-24 05:00:00,68,68,100%,E,6 mph,25.49 in,Heavy Rain Shower
2017-08-23 07:00:00,68,68,100%,NE,3 mph,25.49 in,Rain
2017-08-23 08:00:00,68,68,100%,CALM,0 mph,25.51 in,Light Rain
2017-08-23 09:00:00,70,70,100%,VAR,2 mph,25.51 in,Light Rain
2017-08-23 10:00:00,72,70,94%,CALM,0 mph,25.54 in,Mostly Cloudy
2017-08-23 11:00:00,73,70,88%,CALM,0 mph,25.54 in,Mostly Cloudy
2017-08-23 12:00:00,75,70,83%,VAR,2 mph,25.54 in,Mostly Cloudy
2017-08-23 13:00:00,79,68,69%,SW,3 mph,25.49 in,Mostly Cloudy
2017-08-23 14:00:00,75,70,83%,S,7 mph,25.46 in,Mostly Cloudy
2017-08-23 15:00:00,77,70,78%,S,6 mph,25.44 in,Mostly Cloudy
2017-08-23 16:00:00,77,70,78%,S,8 mph,25.44 in,Mostly Cloudy
2017-08-23 17:00:00,75,68,78%,SSW,6 mph,25.44 in,Drizzle
2017-08-23 18:00:00,73,68,83%,SSW,5 mph,25.44 in,Mostly Cloudy
2017-08-23 19:00:00,73,70,88%,SSW,3 mph,25.44 in,Mostly Cloudy
2017-08-23 20:00:00,72,68,88%,S,5 mph,25.46 in,Mostly Cloudy
2017-08-23 21:00:00,72,68,88%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-23 22:00:00,72,68,88%,S,5 mph,25.46 in,Mostly Cloudy
2017-08-23 23:00:00,72,68,88%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-25 00:00:00,72,70,94%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-24 01:00:00,70,68,94%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-24 02:00:00,70,68,94%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-24 03:00:00,70,68,94%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-24 04:00:00,68,68,100%,CALM,0 mph,25.46 in,Partly Cloudy
2017-08-25 05:00:00,68,66,94%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-24 07:00:00,68,66,94%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-24 08:00:00,70,68,94%,CALM,0 mph,25.49 in,Mostly Cloudy
2017-08-24 09:00:00,73,70,88%,CALM,0 mph,25.49 in,Mostly Cloudy
2017-08-24 10:00:00,77,72,83%,SE,5 mph,25.49 in,Mostly Cloudy
2017-08-24 11:00:00,81,72,74%,S,3 mph,25.49 in,Partly Cloudy
2017-08-24 12:00:00,82,72,70%,WSW,3 mph,25.46 in,Fair
2017-08-24 13:00:00,81,72,74%,SW,13 mph,25.41 in,Mostly Cloudy
2017-08-24 14:00:00,77,70,78%,SSW,13 mph,25.41 in,Mostly Cloudy
2017-08-24 15:00:00,72,68,88%,SW,10 mph,25.41 in,Light Rain with Thunder
2017-08-24 16:00:00,72,68,88%,VAR,2 mph,25.41 in,Light Rain with Thunder
2017-08-24 17:00:00,70,68,94%,NNE,3 mph,25.41 in,Light Rain
2017-08-24 18:00:00,70,68,94%,CALM,0 mph,25.41 in,Light Rain
2017-08-24 19:00:00,70,68,94%,VAR,2 mph,25.41 in,Mostly Cloudy
2017-08-24 20:00:00,70,68,94%,NNE,3 mph,25.41 in,Partly Cloudy
2017-08-24 21:00:00,70,68,94%,E,3 mph,25.44 in,Fair
2017-08-24 22:00:00,68,68,100%,VAR,2 mph,25.44 in,Mostly Cloudy
2017-08-24 23:00:00,70,68,94%,CALM,0 mph,25.44 in,Partly Cloudy
2017-08-26 00:00:00,70,68,94%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-25 01:00:00,68,68,100%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-25 02:00:00,68,68,100%,VAR,2 mph,25.46 in,Light Rain
2017-08-25 03:00:00,68,68,100%,VAR,2 mph,25.44 in,Mostly Cloudy
2017-08-25 04:00:00,68,68,100%,CALM,0 mph,25.44 in,Mostly Cloudy
2017-08-26 05:00:00,68,68,100%,CALM,0 mph,25.44 in,Mostly Cloudy
2017-08-25 07:00:00,68,68,100%,CALM,0 mph,25.44 in,Mostly Cloudy
2017-08-25 08:00:00,68,68,100%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-25 09:00:00,70,68,94%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-25 10:00:00,73,70,88%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-25 11:00:00,77,68,74%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-25 12:00:00,81,72,74%,VAR,2 mph,25.44 in,Mostly Cloudy
2017-08-25 13:00:00,82,70,66%,VAR,2 mph,25.39 in,Mostly Cloudy
2017-08-25 14:00:00,84,70,62%,SW,5 mph,25.36 in,Mostly Cloudy
2017-08-25 15:00:00,82,72,70%,W,7 mph,25.36 in,Partly Cloudy
2017-08-25 16:00:00,82,72,70%,W,8 mph,25.34 in,Partly Cloudy
2017-08-25 17:00:00,82,70,66%,WNW,6 mph,25.31 in,Fair
2017-08-25 18:00:00,79,70,74%,WSW,5 mph,25.31 in,Fair
2017-08-25 19:00:00,77,70,78%,W,5 mph,25.34 in,Thunder
2017-08-25 20:00:00,75,72,89%,WSW,6 mph,25.36 in,Mostly Cloudy
2017-08-25 21:00:00,75,72,89%,WSW,3 mph,25.39 in,Mostly Cloudy
2017-08-25 22:00:00,73,70,88%,SW,7 mph,25.41 in,Mostly Cloudy
2017-08-25 23:00:00,72,68,88%,NNW,6 mph,25.41 in,Thunder
2017-08-27 00:00:00,72,68,88%,WNW,3 mph,25.41 in,Thunder
2017-08-26 01:00:00,72,68,88%,CALM,0 mph,25.41 in,Mostly Cloudy
2017-08-26 03:00:00,68,66,94%,NW,2 mph,25.39 in,Rain
2017-08-26 04:00:00,68,66,94%,ENE,5 mph,25.39 in,Light Rain
2017-08-27 05:00:00,66,66,100%,VAR,2 mph,25.39 in,Mostly Cloudy
2017-08-26 07:00:00,68,66,94%,VAR,2 mph,25.39 in,Partly Cloudy
2017-08-26 08:00:00,68,68,100%,VAR,2 mph,25.39 in,Partly Cloudy
2017-08-26 09:00:00,73,68,83%,E,3 mph,25.39 in,Partly Cloudy
2017-08-26 10:00:00,77,68,74%,VAR,2 mph,25.39 in,Fair
2017-08-26 11:00:00,79,68,69%,NE,3 mph,25.39 in,Fair
2017-08-26 12:00:00,82,68,62%,SSW,3 mph,25.39 in,Fair
2017-08-26 13:00:00,86,66,51%,E,6 mph,25.36 in,Fair
2017-08-26 14:00:00,86,64,48%,S,3 mph,25.34 in,Fair
2017-08-26 15:00:00,82,70,66%,WSW,6 mph,25.31 in,Partly Cloudy
2017-08-26 16:00:00,84,70,62%,W,7 mph,25.29 in,Fair
2017-08-26 17:00:00,82,70,66%,SSW,12 mph,25.31 in,Fair
2017-08-26 18:00:00,79,70,74%,SW,6 mph,25.34 in,Mostly Cloudy
2017-08-26 19:00:00,77,70,78%,SSW,6 mph,25.36 in,Thunder
2017-08-26 20:00:00,75,70,83%,SSW,7 mph,25.36 in,Thunder
2017-08-26 21:00:00,73,66,78%,SSW,6 mph,25.39 in,Thunder
2017-08-26 22:00:00,73,68,83%,SSE,5 mph,25.41 in,Thunder
2017-08-26 23:00:00,73,70,88%,VAR,2 mph,25.41 in,Thunder
2017-08-28 00:00:00,73,68,83%,WNW,5 mph,25.41 in,Thunder
2017-08-27 01:00:00,72,68,88%,CALM,0 mph,25.39 in,Thunder
2017-08-27 02:00:00,72,68,88%,CALM,0 mph,25.39 in,Thunder
2017-08-27 03:00:00,72,70,94%,CALM,0 mph,25.39 in,Thunder
2017-08-27 04:00:00,72,70,94%,SE,3 mph,25.36 in,Mostly Cloudy
2017-08-28 05:00:00,70,70,100%,VAR,2 mph,25.36 in,Mostly Cloudy
2017-08-27 07:00:00,70,70,100%,CALM,0 mph,25.36 in,Mostly Cloudy
2017-08-27 08:00:00,72,70,94%,VAR,2 mph,25.39 in,Mostly Cloudy
2017-08-27 09:00:00,75,72,89%,VAR,2 mph,25.39 in,Mostly Cloudy
2017-08-27 10:00:00,79,70,74%,ESE,3 mph,25.41 in,Mostly Cloudy
2017-08-27 11:00:00,81,72,74%,VAR,2 mph,25.41 in,Mostly Cloudy
2017-08-27 12:00:00,79,70,74%,NNE,8 mph,25.41 in,Mostly Cloudy
2017-08-27 13:00:00,75,70,83%,WNW,3 mph,25.39 in,Mostly Cloudy
2017-08-27 14:00:00,79,70,74%,N,3 mph,25.36 in,Mostly Cloudy
2017-08-27 15:00:00,79,70,74%,SE,5 mph,25.34 in,Mostly Cloudy
2017-08-27 16:00:00,79,70,74%,ESE,7 mph,25.34 in,Mostly Cloudy
2017-08-27 17:00:00,77,70,78%,E,6 mph,25.36 in,Mostly Cloudy
2017-08-27 18:00:00,75,70,83%,ENE,3 mph,25.36 in,Mostly Cloudy
2017-08-27 19:00:00,73,70,88%,VAR,2 mph,25.41 in,Mostly Cloudy
2017-08-27 20:00:00,73,68,83%,SW,7 mph,25.44 in,Mostly Cloudy
2017-08-27 21:00:00,73,68,83%,CALM,0 mph,25.44 in,Mostly Cloudy
2017-08-27 22:00:00,72,68,88%,NE,6 mph,25.46 in,Partly Cloudy
2017-08-27 23:00:00,72,70,94%,CALM,0 mph,25.46 in,Light Rain
2017-08-29 00:00:00,72,70,94%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-28 02:00:00,70,68,94%,S,5 mph,25.44 in,Mostly Cloudy
2017-08-28 03:00:00,70,68,94%,CALM,0 mph,25.44 in,Light Rain
2017-08-28 04:00:00,70,70,100%,CALM,0 mph,25.44 in,Light Rain
2017-08-29 05:00:00,70,68,94%,CALM,0 mph,25.44 in,Drizzle
2017-08-28 07:00:00,70,68,94%,CALM,0 mph,25.44 in,Rain
2017-08-28 08:00:00,70,70,100%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-28 09:00:00,72,70,94%,CALM,0 mph,25.46 in,Mostly Cloudy
2017-08-28 10:00:00,73,68,83%,VAR,2 mph,25.49 in,Mostly Cloudy
2017-08-28 11:00:00,77,70,78%,CALM,0 mph,25.49 in,Mostly Cloudy
2017-08-28 12:00:00,77,72,83%,CALM,0 mph,25.49 in,Mostly Cloudy
2017-08-28 13:00:00,84,70,62%,ENE,3 mph,25.41 in,Mostly Cloudy
2017-08-28 14:00:00,75,70,83%,SSW,13 mph,25.41 in,Mostly Cloudy
2017-08-28 15:00:00,77,72,83%,SSW,6 mph,0.00 in,Light Rain
2017-08-28 16:00:00,75,70,83%,SW,7 mph,25.39 in,Mostly Cloudy
2017-08-28 17:00:00,75,68,78%,SW,9 mph,25.41 in,Mostly Cloudy
2017-08-28 18:00:00,75,68,78%,WSW,6 mph,25.41 in,Mostly Cloudy
2017-08-28 19:00:00,73,68,83%,CALM,0 mph,25.44 in,Mostly Cloudy
2017-08-28 20:00:00,73,70,88%,S,5 mph,25.46 in,Mostly Cloudy
2017-08-28 21:00:00,73,70,88%,S,3 mph,25.49 in,Mostly Cloudy
2017-08-28 22:00:00,72,70,94%,S,5 mph,25.49 in,Mostly Cloudy
2017-08-28 23:00:00,72,70,94%,CALM,0 mph,25.49 in,Mostly Cloudy
2017-08-30 00:00:00,70,68,94%,S,3 mph,25.49 in,Partly Cloudy
2017-08-29 01:00:00,70,68,94%,S,3 mph,25.46 in,Mostly Cloudy
2017-08-29 02:00:00,70,68,94%,SE,3 mph,25.46 in,Mostly Cloudy
2017-08-29 03:00:00,70,68,94%,VAR,2 mph,25.46 in,Mostly Cloudy
2017-08-29 04:00:00,0,0,0%,S,3 mph,25.46 in,Mostly Cloudy
2017-08-30 05:00:00,0,0,0%,SSE,3 mph,25.49 in,Mostly Cloudy
2017-08-29 07:00:00,70,66,88%,S,3 mph,25.49 in,Partly Cloudy
2017-08-29 08:00:00,70,68,94%,S,3 mph,25.51 in,Partly Cloudy
2017-08-29 09:00:00,73,70,88%,VAR,2 mph,25.51 in,Mostly Cloudy
2017-08-29 10:00:00,79,70,74%,VAR,2 mph,25.51 in,Partly Cloudy
2017-08-29 11:00:00,81,68,65%,ESE,3 mph,25.51 in,Partly Cloudy
2017-08-29 12:00:00,81,70,70%,ESE,5 mph,25.51 in,Mostly Cloudy
2017-08-29 13:00:00,81,72,74%,SW,10 mph,25.46 in,Partly Cloudy
2017-08-29 14:00:00,82,70,66%,SW,12 mph,25.44 in,Fair
2017-08-29 15:00:00,82,70,66%,SW,8 mph,25.44 in,Partly Cloudy
2017-08-29 16:00:00,82,70,66%,SSW,9 mph,25.41 in,Partly Cloudy
2017-08-29 17:00:00,79,70,74%,SW,8 mph,25.41 in,Partly Cloudy
2017-08-29 18:00:00,77,70,78%,SW,6 mph,25.44 in,Partly Cloudy
2017-08-29 19:00:00,75,70,83%,SW,7 mph,25.46 in,Mostly Cloudy
2017-08-29 20:00:00,73,70,88%,SSW,7 mph,25.46 in,Partly Cloudy
2017-08-29 21:00:00,72,70,94%,SSW,5 mph,25.49 in,Partly Cloudy
2017-08-29 22:00:00,72,70,94%,S,5 mph,25.49 in,Partly Cloudy
